sourceWallet,sourceSigner,sourceBankBicfi,sourceBank,targetWallet,targetSigner,targetBank,targetBankBicfi,amount,symbol,created,updated,sourceChannel,transactionPurpose,code,message,comentario
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceBankBicfi al enviarlo correctamente
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""",null,"""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceBankBicfi al enviarlo null
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""1""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceBankBicfi al enviarlo minimo con 1 carácter
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceBankBicfi al enviarlo maximo con 4 caracteres
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceBank al enviarlo correctamente
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""",null,"""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceBank al enviarlo null
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""1""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceBank al enviarlo minimo con 1 carácter
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco RojoBanco RojoBanco RojoBanco RojoBanco RojoBanco RojoBanc""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceBank al enviarlo maximo con 64 caracteres
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceBank al enviarlo vacio
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTqwPhvAtaBdjs5BNeS7gxR6L4q9JM9rR""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetWallet al enviarlo correctamente
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""",null,"""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetWallet al enviarlo null
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""w""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetWallet al enviarlo minimo con 1 carácter
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789walletDestino789walletDestino789walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetWallet al enviarlo maximo con 64 caracteres
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetWallet al enviarlo vacio
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetSigner al enviarlo correctamente
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""",null,"""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetSigner al enviarlo null
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""s""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetSigner al enviarlo minimo con 1 carácter
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012signerDestino012signerDestino012signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetSigner al enviarlo maximo con 64 caracteres
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetSigner al enviarlo vacio
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetBank al enviarlo correctamente
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""",null,"""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetBank al enviarlo null
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""B""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetBank al enviarlo minimo con 1 carácter
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco AmarilloBanco AmarilloBanco AmarilloBanco Amarillowrwqrewr""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetBank al enviarlo maximo con 64 caracteres
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetBank al enviarlo vacio
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetBankBicfi al enviarlo correctamente
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""",null,"""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetBankBicfi al enviarlo null
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetBankBicfi al enviarlo minimo con 1 carácter
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar targetBankBicfi al enviarlo maximo con 4 caracteres
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""",null,"""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar campo Created al enviarlo nulo
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""",null,"""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar campo update al enviarlo nulo
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""",null,"""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar campo symbol al enviarlo nulo
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""",null,"""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar campo amount al enviarlo con valores nulos
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar campo amount al enviarlo vacio
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""-10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar campo amount al enviarlo con valores negativos
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""0""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar campo amount al enviarlo con valor 0
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""reere""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar campo amount al enviarlo con valores alfabeticos
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10.09""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar campo amount al enviarlo con decimales
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceChannel al enviarlo tipo PSE
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSEQR""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceChannel al enviarlo tipo PSEQR
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSERTP""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceChannel al enviarlo tipo PSERTP
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""POS""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceChannel al enviarlo tipo POS
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""FILE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar sourceChannel al enviarlo tipo FILE 
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar transactionPurpose al enviarlo correctamente
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""",null,"""1013""","""Prueba""",Validar transactionPurpose al enviarlo null
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""P""","""1013""","""Prueba""",Validar transactionPurpose al enviarlo minimo con 1 carácter
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOSPAYMENTALIADOSPAYMENTALIADOSPAYMENTALIADOSPAYMENTA""","""1013""","""Prueba""",Validar transactionPurpose al enviarlo maximo con 64 caracteres
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOSPAYMENTALIADOSPAYMENTALIADOSPAYMENTALIADOSPAYMENTA""","""1013""","""Prueba""",Validar transactionPurpose al enviarlo vacio
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""""","""1013""","""Prueba""",Validar code al enviarlo correctamente
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar code al enviarlo null
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1""","""Prueba""",Validar code al enviarlo minimo con 1 carácter
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar code al enviarlo maximo con 4 caracteres
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""""",Validar code al enviarlo vacio
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""Prueba""",Validar message al enviarlo correctamente
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""",null,Validar message al enviarlo null
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""P""",Validar message al enviarlo minimo con 1 carácter
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""PAYMENTALIADOSPAYMENTALIADOSPA32sS""",Validar message al enviarlo maximo con 64 caracteres
"""$573134110107""","""wPhvAtaBdjs5BNeS7gxR6L4q9JM9rRZZTq""","""7095""","""Banco Rojo""","""walletDestino789""","""signerDestino012""","""Banco Amarillo""","""3854""","""10""","""$tin""","""2025-06-09T18:50:58.576""","""2025-06-09T18:50:58.576""","""PSE""","""PAYMENTALIADOS""","""1013""","""""",Validar message al enviarlo vacio
